,Year,Month,Cost Centre,Account,Account Type,Amount
2131,2020,Jul,CC101,ACC4000001,Liability,998.0
2132,2020,Jul,CC102,ACC1000000,Revenue,758.383
2133,2020,Jul,CC102,ACC1000001,Revenue,1008.394
2134,2020,Jul,CC102,ACC1000002,Revenue,680.586
2135,2020,Jul,CC102,ACC1000004,Revenue,656.425
2136,2020,Jul,CC102,ACC2000000,Expense,508.996
2137,2020,Jul,CC102,ACC2000001,Expense,227.999
2138,2020,Jul,CC102,ACC2000002,Expense,177.83
2139,2020,Jul,CC102,ACC2000003,Expense,230.888
2140,2020,Jul,CC102,ACC2000005,Expense,460.592
2141,2020,Jul,CC102,ACC3000000,Asset,187.004
2143,2020,Jul,CC102,ACC3000002,Asset,814.347
2144,2020,Jul,CC102,ACC4000001,Liability,-1002.0
2145,2020,Jul,CC200,ACC1000000,Revenue,935.449
2146,2020,Jul,CC200,ACC1000001,Revenue,2.674
2147,2020,Jul,CC200,ACC1000002,Revenue,1342.042
2148,2020,Jul,CC200,ACC1000004,Revenue,565.02
2149,2020,Jul,CC200,ACC2000000,Expense,586.371
2150,2020,Jul,CC200,ACC2000001,Expense,731.077
2151,2020,Jul,CC200,ACC2000002,Expense,521.109
2152,2020,Jul,CC200,ACC2000003,Expense,642.903
2153,2020,Jul,CC200,ACC2000005,Expense,563.799
2154,2020,Jul,CC200,ACC3000000,Asset,189.691
2156,2020,Jul,CC200,ACC3000002,Asset,695.817
2157,2020,Jul,CC200,ACC4000001,Liability,1004.0
2158,2020,Jul,CC201,ACC1000000,Revenue,526.018
2159,2020,Jul,CC201,ACC1000001,Revenue,919.363
2160,2020,Jul,CC201,ACC1000002,Revenue,1222.35
2161,2020,Jul,CC201,ACC1000004,Revenue,264.092
2162,2020,Jul,CC201,ACC2000000,Expense,91.227
2163,2020,Jul,CC201,ACC2000001,Expense,755.148
2164,2020,Jul,CC201,ACC2000002,Expense,520.355
2165,2020,Jul,CC201,ACC2000003,Expense,605.968
2166,2020,Jul,CC201,ACC2000005,Expense,84.864
2167,2020,Jul,CC201,ACC3000000,Asset,446.633
2169,2020,Jul,CC201,ACC3000002,Asset,568.747
2170,2020,Jul,CC201,ACC4000001,Liability,800.0
2171,2020,Jul,CC202,ACC1000000,Revenue,119.12
2172,2020,Jul,CC202,ACC1000001,Revenue,715.557
2173,2020,Jul,CC202,ACC1000002,Revenue,776.011
2174,2020,Jul,CC202,ACC1000004,Revenue,346.861
2175,2020,Jul,CC202,ACC2000000,Expense,78.306
2176,2020,Jul,CC202,ACC2000001,Expense,455.179
2177,2020,Jul,CC202,ACC2000002,Expense,343.93
2178,2020,Jul,CC202,ACC2000003,Expense,395.332
2179,2020,Jul,CC202,ACC2000005,Expense,270.323
2180,2020,Jul,CC202,ACC3000000,Asset,-537.375
2182,2020,Jul,CC202,ACC3000002,Asset,482.794
2183,2020,Jul,CC202,ACC4000001,Liability,-802.0
2184,2020,Jul,CC300,ACC1000000,Revenue,413.977
2185,2020,Jul,CC300,ACC1000001,Revenue,756.377
2186,2020,Jul,CC300,ACC1000002,Revenue,423.492
2187,2020,Jul,CC300,ACC1000004,Revenue,17.165
2188,2020,Jul,CC300,ACC2000000,Expense,253.655
2189,2020,Jul,CC300,ACC2000001,Expense,326.099
2190,2020,Jul,CC300,ACC2000002,Expense,194.147
2191,2020,Jul,CC300,ACC2000003,Expense,178.339
2192,2020,Jul,CC300,ACC2000005,Expense,235.19
2193,2020,Jul,CC300,ACC3000000,Asset,-143.811
2195,2020,Jul,CC300,ACC3000002,Asset,225.368
2196,2020,Jul,CC300,ACC4000001,Liability,-608.0
2197,2020,Jul,CC301,ACC1000000,Revenue,684.232
2198,2020,Jul,CC301,ACC1000001,Revenue,459.161
2199,2020,Jul,CC301,ACC1000002,Revenue,1921.539
2200,2020,Jul,CC301,ACC1000004,Revenue,894.376
2201,2020,Jul,CC301,ACC2000000,Expense,465.903
2202,2020,Jul,CC301,ACC2000001,Expense,697.302
2203,2020,Jul,CC301,ACC2000002,Expense,791.684
2204,2020,Jul,CC301,ACC2000003,Expense,953.108
2205,2020,Jul,CC301,ACC2000005,Expense,405.245
2206,2020,Jul,CC301,ACC3000000,Asset,406.276
2208,2020,Jul,CC301,ACC3000002,Asset,773.866
2209,2020,Jul,CC301,ACC4000001,Liability,402.0
2210,2020,Jul,CC302,ACC1000000,Revenue,132.483
2211,2020,Jul,CC302,ACC1000001,Revenue,413.609
2212,2020,Jul,CC302,ACC1000002,Revenue,155.091
2213,2020,Jul,CC302,ACC1000004,Revenue,546.15
2214,2020,Jul,CC302,ACC2000000,Expense,100.305
2215,2020,Jul,CC302,ACC2000001,Expense,39.721
2216,2020,Jul,CC302,ACC2000002,Expense,22.024
2217,2020,Jul,CC302,ACC2000003,Expense,40.749
2218,2020,Jul,CC302,ACC2000005,Expense,91.556
2219,2020,Jul,CC302,ACC3000000,Asset,-252.103
2221,2020,Jul,CC302,ACC3000002,Asset,171.316
2222,2020,Jul,CC302,ACC4000001,Liability,-806.0
2223,2020,Aug,CC100,ACC1000000,Revenue,277.687
2224,2020,Aug,CC100,ACC1000001,Revenue,447.39
2225,2020,Aug,CC100,ACC1000002,Revenue,876.056
2226,2020,Aug,CC100,ACC1000004,Revenue,615.728
2227,2020,Aug,CC100,ACC2000000,Expense,182.672
2228,2020,Aug,CC100,ACC2000001,Expense,530.241
2229,2020,Aug,CC100,ACC2000002,Expense,409.199
2230,2020,Aug,CC100,ACC2000003,Expense,304.601
2231,2020,Aug,CC100,ACC2000005,Expense,268.731
2232,2020,Aug,CC100,ACC3000000,Asset,-108.618
2234,2020,Aug,CC100,ACC3000002,Asset,578.719
2235,2020,Aug,CC100,ACC4000001,Liability,-198.0
2236,2020,Aug,CC101,ACC1000000,Revenue,310.656
2237,2020,Aug,CC101,ACC1000001,Revenue,190.8
2238,2020,Aug,CC101,ACC1000002,Revenue,870.404
2239,2020,Aug,CC101,ACC1000004,Revenue,719.822
2240,2020,Aug,CC101,ACC2000000,Expense,269.925
2241,2020,Aug,CC101,ACC2000001,Expense,560.251
2242,2020,Aug,CC101,ACC2000002,Expense,365.498
2243,2020,Aug,CC101,ACC2000003,Expense,418.78
2244,2020,Aug,CC101,ACC2000005,Expense,93.088
2245,2020,Aug,CC101,ACC3000000,Asset,502.788
2247,2020,Aug,CC101,ACC3000002,Asset,250.089
2248,2020,Aug,CC101,ACC4000001,Liability,594.0
2249,2020,Aug,CC102,ACC1000000,Revenue,471.828
2250,2020,Aug,CC102,ACC1000001,Revenue,133.934
2251,2020,Aug,CC102,ACC1000002,Revenue,409.922
2252,2020,Aug,CC102,ACC1000004,Revenue,778.14
2253,2020,Aug,CC102,ACC2000000,Expense,354.619
2254,2020,Aug,CC102,ACC2000001,Expense,304.71
2255,2020,Aug,CC102,ACC2000002,Expense,192.195
2256,2020,Aug,CC102,ACC2000003,Expense,301.568
2257,2020,Aug,CC102,ACC2000005,Expense,290.319
2258,2020,Aug,CC102,ACC3000000,Asset,-685.357
2260,2020,Aug,CC102,ACC3000002,Asset,246.46
2261,2020,Aug,CC102,ACC4000001,Liability,-1002.0
2262,2020,Aug,CC200,ACC1000000,Revenue,1095.023
2263,2020,Aug,CC200,ACC1000001,Revenue,70.718
2264,2020,Aug,CC200,ACC1000002,Revenue,556.092
2265,2020,Aug,CC200,ACC1000004,Revenue,903.044
2266,2020,Aug,CC200,ACC2000000,Expense,835.066
2267,2020,Aug,CC200,ACC2000001,Expense,277.819
2268,2020,Aug,CC200,ACC2000002,Expense,351.307
2269,2020,Aug,CC200,ACC2000003,Expense,298.664
2270,2020,Aug,CC200,ACC2000005,Expense,792.678
2271,2020,Aug,CC200,ACC3000000,Asset,-991.13
2273,2020,Aug,CC200,ACC3000002,Asset,225.888
2274,2020,Aug,CC200,ACC4000001,Liability,-800.0
2275,2020,Aug,CC201,ACC1000000,Revenue,1187.589
2276,2020,Aug,CC201,ACC1000001,Revenue,322.047
2277,2020,Aug,CC201,ACC1000002,Revenue,1315.563
2278,2020,Aug,CC201,ACC1000004,Revenue,785.889
2279,2020,Aug,CC201,ACC2000000,Expense,916.986
2280,2020,Aug,CC201,ACC2000001,Expense,898.159
2281,2020,Aug,CC201,ACC2000002,Expense,596.331
2282,2020,Aug,CC201,ACC2000003,Expense,652.088
2283,2020,Aug,CC201,ACC2000005,Expense,711.677
2284,2020,Aug,CC201,ACC3000000,Asset,219.736
2286,2020,Aug,CC201,ACC3000002,Asset,884.875
2287,2020,Aug,CC201,ACC4000001,Liability,602.0
2288,2020,Aug,CC202,ACC1000000,Revenue,844.253
2289,2020,Aug,CC202,ACC1000001,Revenue,441.402
2290,2020,Aug,CC202,ACC1000002,Revenue,810.288
2291,2020,Aug,CC202,ACC1000004,Revenue,819.541
2292,2020,Aug,CC202,ACC2000000,Expense,750.179
2293,2020,Aug,CC202,ACC2000001,Expense,581.675
2294,2020,Aug,CC202,ACC2000002,Expense,367.264
2295,2020,Aug,CC202,ACC2000003,Expense,429.679
2296,2020,Aug,CC202,ACC2000005,Expense,473.433
2297,2020,Aug,CC202,ACC3000000,Asset,-882.352
2299,2020,Aug,CC202,ACC3000002,Asset,658.467
2300,2020,Aug,CC202,ACC4000001,Liability,-800.0
2301,2020,Aug,CC300,ACC1000000,Revenue,640.485
2302,2020,Aug,CC300,ACC1000001,Revenue,364.401
2303,2020,Aug,CC300,ACC1000002,Revenue,1145.75
2304,2020,Aug,CC300,ACC1000004,Revenue,924.254
2305,2020,Aug,CC300,ACC2000000,Expense,443.961
2306,2020,Aug,CC300,ACC2000001,Expense,679.191
2307,2020,Aug,CC300,ACC2000002,Expense,503.162
2308,2020,Aug,CC300,ACC2000003,Expense,661.195
2309,2020,Aug,CC300,ACC2000005,Expense,399.234
2310,2020,Aug,CC300,ACC3000000,Asset,1023.688
2312,2020,Aug,CC300,ACC3000002,Asset,1031.763
2313,2020,Aug,CC300,ACC4000001,Liability,0.0
2314,2020,Aug,CC301,ACC1000000,Revenue,427.356
2315,2020,Aug,CC301,ACC1000001,Revenue,202.91
2316,2020,Aug,CC301,ACC1000002,Revenue,941.852
2317,2020,Aug,CC301,ACC1000004,Revenue,337.89
2318,2020,Aug,CC301,ACC2000000,Expense,252.447
2319,2020,Aug,CC301,ACC2000001,Expense,494.243
2320,2020,Aug,CC301,ACC2000002,Expense,401.792
2321,2020,Aug,CC301,ACC2000003,Expense,413.706
2322,2020,Aug,CC301,ACC2000005,Expense,386.255
2323,2020,Aug,CC301,ACC3000000,Asset,530.434
2325,2020,Aug,CC301,ACC3000002,Asset,301.213
2326,2020,Aug,CC301,ACC4000001,Liability,598.0
2327,2020,Aug,CC302,ACC1000000,Revenue,335.677
2328,2020,Aug,CC302,ACC1000001,Revenue,416.702
2329,2020,Aug,CC302,ACC1000002,Revenue,504.144
2330,2020,Aug,CC302,ACC1000004,Revenue,457.983
2331,2020,Aug,CC302,ACC2000000,Expense,72.66
2332,2020,Aug,CC302,ACC2000001,Expense,271.308
2333,2020,Aug,CC302,ACC2000002,Expense,236.519
2334,2020,Aug,CC302,ACC2000003,Expense,274.319
2335,2020,Aug,CC302,ACC2000005,Expense,66.248
2336,2020,Aug,CC302,ACC3000000,Asset,-759.348
2338,2020,Aug,CC302,ACC3000002,Asset,151.201
2339,2020,Aug,CC302,ACC4000001,Liability,-1000.0
2340,2020,Sep,CC100,ACC1000000,Revenue,845.94
2341,2020,Sep,CC100,ACC1000001,Revenue,220.996
2342,2020,Sep,CC100,ACC1000002,Revenue,603.65
2343,2020,Sep,CC100,ACC1000004,Revenue,706.449
2344,2020,Sep,CC100,ACC2000000,Expense,559.649
2345,2020,Sep,CC100,ACC2000001,Expense,376.043
2346,2020,Sep,CC100,ACC2000002,Expense,260.979
2347,2020,Sep,CC100,ACC2000003,Expense,367.17
2348,2020,Sep,CC100,ACC2000005,Expense,532.257
2349,2020,Sep,CC100,ACC3000000,Asset,-555.59
2351,2020,Sep,CC100,ACC3000002,Asset,215.753
2352,2020,Sep,CC100,ACC4000001,Liability,-802.0
2353,2020,Sep,CC101,ACC1000000,Revenue,673.565
2354,2020,Sep,CC101,ACC1000001,Revenue,115.517
2355,2020,Sep,CC101,ACC1000002,Revenue,543.494
2356,2020,Sep,CC101,ACC1000004,Revenue,356.19
2357,2020,Sep,CC101,ACC2000000,Expense,441.469
2358,2020,Sep,CC101,ACC2000001,Expense,441.53
2359,2020,Sep,CC101,ACC2000002,Expense,287.079
2360,2020,Sep,CC101,ACC2000003,Expense,343.19
2361,2020,Sep,CC101,ACC2000005,Expense,324.21
2362,2020,Sep,CC101,ACC3000000,Asset,734.476
2364,2020,Sep,CC101,ACC3000002,Asset,159.945
2365,2020,Sep,CC101,ACC4000001,Liability,798.0
2366,2020,Sep,CC102,ACC1000000,Revenue,1088.351
2367,2020,Sep,CC102,ACC1000001,Revenue,254.058
2368,2020,Sep,CC102,ACC1000002,Revenue,1839.723
2369,2020,Sep,CC102,ACC1000004,Revenue,739.388
2370,2020,Sep,CC102,ACC2000000,Expense,682.535
2371,2020,Sep,CC102,ACC2000001,Expense,869.92
2372,2020,Sep,CC102,ACC2000002,Expense,637.847
2373,2020,Sep,CC102,ACC2000003,Expense,972.299
2374,2020,Sep,CC102,ACC2000005,Expense,671.245
2375,2020,Sep,CC102,ACC3000000,Asset,-61.263
2377,2020,Sep,CC102,ACC3000002,Asset,811.679
2378,2020,Sep,CC102,ACC4000001,Liability,594.0
2379,2020,Sep,CC200,ACC1000000,Revenue,981.002
2380,2020,Sep,CC200,ACC1000001,Revenue,72.877
2381,2020,Sep,CC200,ACC1000002,Revenue,238.542
2382,2020,Sep,CC200,ACC1000004,Revenue,751.412
2383,2020,Sep,CC200,ACC2000000,Expense,666.685
2384,2020,Sep,CC200,ACC2000001,Expense,228.757
2385,2020,Sep,CC200,ACC2000002,Expense,93.362
2386,2020,Sep,CC200,ACC2000003,Expense,473.436
2387,2020,Sep,CC200,ACC2000005,Expense,652.54
2388,2020,Sep,CC200,ACC3000000,Asset,-111.18
2390,2020,Sep,CC200,ACC3000002,Asset,533.987
2391,2020,Sep,CC200,ACC4000001,Liability,-594.0
2392,2020,Sep,CC201,ACC1000000,Revenue,1364.293
2393,2020,Sep,CC201,ACC1000001,Revenue,145.761
2394,2020,Sep,CC201,ACC1000002,Revenue,1700.234
2395,2020,Sep,CC201,ACC1000004,Revenue,506.188
2396,2020,Sep,CC201,ACC2000000,Expense,376.029
2397,2020,Sep,CC201,ACC2000001,Expense,995.471
2398,2020,Sep,CC201,ACC2000002,Expense,686.938
2399,2020,Sep,CC201,ACC2000003,Expense,799.718
2400,2020,Sep,CC201,ACC2000005,Expense,317.837
2401,2020,Sep,CC201,ACC3000000,Asset,-352.244
2403,2020,Sep,CC201,ACC3000002,Asset,934.542
2404,2020,Sep,CC201,ACC4000001,Liability,602.0
2405,2020,Sep,CC202,ACC1000000,Revenue,1176.977
2406,2020,Sep,CC202,ACC1000001,Revenue,179.46
2407,2020,Sep,CC202,ACC1000002,Revenue,882.192
2408,2020,Sep,CC202,ACC1000004,Revenue,224.443
2409,2020,Sep,CC202,ACC2000000,Expense,661.929
2410,2020,Sep,CC202,ACC2000001,Expense,514.467
2411,2020,Sep,CC202,ACC2000002,Expense,355.584
2412,2020,Sep,CC202,ACC2000003,Expense,475.298
2413,2020,Sep,CC202,ACC2000005,Expense,680.877
2414,2020,Sep,CC202,ACC3000000,Asset,100.764
2416,2020,Sep,CC202,ACC3000002,Asset,229.032
2417,2020,Sep,CC202,ACC4000001,Liability,1006.0
2418,2020,Sep,CC300,ACC1000000,Revenue,34.455
2419,2020,Sep,CC300,ACC1000001,Revenue,142.286
2420,2020,Sep,CC300,ACC1000002,Revenue,288.394
2421,2020,Sep,CC300,ACC1000004,Revenue,21.192
2422,2020,Sep,CC300,ACC2000000,Expense,18.751
2423,2020,Sep,CC300,ACC2000001,Expense,47.596
2424,2020,Sep,CC300,ACC2000002,Expense,121.691
2425,2020,Sep,CC300,ACC2000003,Expense,41.283
2426,2020,Sep,CC300,ACC2000005,Expense,19.049
2427,2020,Sep,CC300,ACC3000000,Asset,-906.942
2429,2020,Sep,CC300,ACC3000002,Asset,225.904
2430,2020,Sep,CC300,ACC4000001,Liability,-1008.0
2431,2020,Sep,CC301,ACC1000000,Revenue,969.674
2432,2020,Sep,CC301,ACC1000001,Revenue,109.058
2433,2020,Sep,CC301,ACC1000002,Revenue,726.634
2434,2020,Sep,CC301,ACC1000004,Revenue,589.047
2435,2020,Sep,CC301,ACC2000000,Expense,634.556
2436,2020,Sep,CC301,ACC2000001,Expense,421.247
2437,2020,Sep,CC301,ACC2000002,Expense,311.207
2438,2020,Sep,CC301,ACC2000003,Expense,380.293
2439,2020,Sep,CC301,ACC2000005,Expense,561.95
2440,2020,Sep,CC301,ACC3000000,Asset,595.661
2442,2020,Sep,CC301,ACC3000002,Asset,283.021
2443,2020,Sep,CC301,ACC4000001,Liability,998.0
2444,2020,Sep,CC302,ACC1000000,Revenue,868.293
2445,2020,Sep,CC302,ACC1000001,Revenue,212.108
2446,2020,Sep,CC302,ACC1000002,Revenue,624.296
2447,2020,Sep,CC302,ACC1000004,Revenue,315.798
2448,2020,Sep,CC302,ACC2000000,Expense,581.379
2449,2020,Sep,CC302,ACC2000001,Expense,397.966
2450,2020,Sep,CC302,ACC2000002,Expense,332.765
2451,2020,Sep,CC302,ACC2000003,Expense,424.236
2452,2020,Sep,CC302,ACC2000005,Expense,556.017
2453,2020,Sep,CC302,ACC3000000,Asset,329.812
2455,2020,Sep,CC302,ACC3000002,Asset,274.953
2456,2020,Sep,CC302,ACC4000001,Liability,388.0
2457,2020,Oct,CC100,ACC1000000,Revenue,474.61
2458,2020,Oct,CC100,ACC1000001,Revenue,32.246
2459,2020,Oct,CC100,ACC1000002,Revenue,859.242
2460,2020,Oct,CC100,ACC1000004,Revenue,519.545
2461,2020,Oct,CC100,ACC2000000,Expense,220.316
2462,2020,Oct,CC100,ACC2000001,Expense,558.443
2463,2020,Oct,CC100,ACC2000002,Expense,372.802
2464,2020,Oct,CC100,ACC2000003,Expense,445.819
2465,2020,Oct,CC100,ACC2000005,Expense,223.587
2466,2020,Oct,CC100,ACC3000000,Asset,283.965
2468,2020,Oct,CC100,ACC3000002,Asset,458.007
2469,2020,Oct,CC100,ACC4000001,Liability,1002.0
2470,2020,Oct,CC101,ACC1000000,Revenue,647.321
2471,2020,Oct,CC101,ACC1000001,Revenue,14.862
2472,2020,Oct,CC101,ACC1000002,Revenue,1197.852
2473,2020,Oct,CC101,ACC1000004,Revenue,998.533
2474,2020,Oct,CC101,ACC2000000,Expense,222.004
2475,2020,Oct,CC101,ACC2000001,Expense,801.463
2476,2020,Oct,CC101,ACC2000002,Expense,547.28
2477,2020,Oct,CC101,ACC2000003,Expense,588.789
2478,2020,Oct,CC101,ACC2000005,Expense,148.668
2479,2020,Oct,CC101,ACC3000000,Asset,911.11
2481,2020,Oct,CC101,ACC3000002,Asset,375.654
2482,2020,Oct,CC101,ACC4000001,Liability,1000.0
2483,2020,Oct,CC102,ACC1000000,Revenue,771.681
2484,2020,Oct,CC102,ACC1000001,Revenue,87.329
2485,2020,Oct,CC102,ACC1000002,Revenue,361.687
2486,2020,Oct,CC102,ACC1000004,Revenue,533.65
2487,2020,Oct,CC102,ACC2000000,Expense,534.701
2488,2020,Oct,CC102,ACC2000001,Expense,261.372
2489,2020,Oct,CC102,ACC2000002,Expense,163.132
2490,2020,Oct,CC102,ACC2000003,Expense,192.303
2491,2020,Oct,CC102,ACC2000005,Expense,491.585
2492,2020,Oct,CC102,ACC3000000,Asset,-965.567
2494,2020,Oct,CC102,ACC3000002,Asset,362.893
2495,2020,Oct,CC102,ACC4000001,Liability,-800.0
2496,2020,Oct,CC200,ACC1000000,Revenue,1329.396
2497,2020,Oct,CC200,ACC1000001,Revenue,64.495
2498,2020,Oct,CC200,ACC1000002,Revenue,675.959
2499,2020,Oct,CC200,ACC1000004,Revenue,529.527
2500,2020,Oct,CC200,ACC2000000,Expense,926.656
2501,2020,Oct,CC200,ACC2000001,Expense,371.176
2502,2020,Oct,CC200,ACC2000002,Expense,250.442
2503,2020,Oct,CC200,ACC2000003,Expense,268.082
2504,2020,Oct,CC200,ACC2000005,Expense,796.395
2505,2020,Oct,CC200,ACC3000000,Asset,382.409
2507,2020,Oct,CC200,ACC3000002,Asset,553.094
2508,2020,Oct,CC200,ACC4000001,Liability,1002.0
2509,2020,Oct,CC201,ACC1000000,Revenue,1138.008
2510,2020,Oct,CC201,ACC1000001,Revenue,102.829
2511,2020,Oct,CC201,ACC1000002,Revenue,985.573
2512,2020,Oct,CC201,ACC1000004,Revenue,317.826
2513,2020,Oct,CC201,ACC2000000,Expense,819.396
2514,2020,Oct,CC201,ACC2000001,Expense,586.717
2515,2020,Oct,CC201,ACC2000002,Expense,392.565
2516,2020,Oct,CC201,ACC2000003,Expense,480.653
2517,2020,Oct,CC201,ACC2000005,Expense,704.58
2518,2020,Oct,CC201,ACC3000000,Asset,-499.513
2520,2020,Oct,CC201,ACC3000002,Asset,529.532
2521,2020,Oct,CC201,ACC4000001,Liability,800.0
2522,2020,Oct,CC202,ACC1000000,Revenue,1755.112
2523,2020,Oct,CC202,ACC1000001,Revenue,43.222
2524,2020,Oct,CC202,ACC1000002,Revenue,1170.94
2525,2020,Oct,CC202,ACC1000004,Revenue,559.113
2526,2020,Oct,CC202,ACC2000000,Expense,1151.681
2527,2020,Oct,CC202,ACC2000001,Expense,753.595
2528,2020,Oct,CC202,ACC2000002,Expense,533.656
2529,2020,Oct,CC202,ACC2000003,Expense,648.716
2530,2020,Oct,CC202,ACC2000005,Expense,1043.808
2531,2020,Oct,CC202,ACC3000000,Asset,-280.429
2533,2020,Oct,CC202,ACC3000002,Asset,8.177
2534,2020,Oct,CC202,ACC4000001,Liability,806.0
2535,2020,Oct,CC300,ACC1000000,Revenue,731.747
2536,2020,Oct,CC300,ACC1000001,Revenue,231.689
2537,2020,Oct,CC300,ACC1000002,Revenue,760.031
2538,2020,Oct,CC300,ACC1000004,Revenue,1016.985
2539,2020,Oct,CC300,ACC2000000,Expense,527.131
2540,2020,Oct,CC300,ACC2000001,Expense,379.244
2541,2020,Oct,CC300,ACC2000002,Expense,252.657
2542,2020,Oct,CC300,ACC2000003,Expense,272.02
2543,2020,Oct,CC300,ACC2000005,Expense,485.598
2544,2020,Oct,CC300,ACC3000000,Asset,-517.716
2546,2020,Oct,CC300,ACC3000002,Asset,570.228
2547,2020,Oct,CC300,ACC4000001,Liability,-198.0
2548,2020,Oct,CC301,ACC1000000,Revenue,1018.287
2549,2020,Oct,CC301,ACC1000001,Revenue,247.523
2550,2020,Oct,CC301,ACC1000002,Revenue,1936.356
2551,2020,Oct,CC301,ACC1000004,Revenue,596.614
2552,2020,Oct,CC301,ACC2000000,Expense,510.911
2553,2020,Oct,CC301,ACC2000001,Expense,877.477
2554,2020,Oct,CC301,ACC2000002,Expense,670.462
2555,2020,Oct,CC301,ACC2000003,Expense,593.04
2556,2020,Oct,CC301,ACC2000005,Expense,442.599
2557,2020,Oct,CC301,ACC3000000,Asset,-47.654
2559,2020,Oct,CC301,ACC3000002,Asset,626.553
2560,2020,Oct,CC301,ACC4000001,Liability,1004.0
2561,2020,Oct,CC302,ACC1000000,Revenue,236.937
2562,2020,Oct,CC302,ACC1000001,Revenue,14.436
2563,2020,Oct,CC302,ACC1000002,Revenue,110.386
2564,2020,Oct,CC302,ACC1000004,Revenue,294.713
2565,2020,Oct,CC302,ACC2000000,Expense,16.104
2566,2020,Oct,CC302,ACC2000001,Expense,52.978
2567,2020,Oct,CC302,ACC2000002,Expense,103.534
2568,2020,Oct,CC302,ACC2000003,Expense,40.825
2569,2020,Oct,CC302,ACC2000005,Expense,14.758
2570,2020,Oct,CC302,ACC3000000,Asset,-756.959
2572,2020,Oct,CC302,ACC3000002,Asset,161.749
2573,2020,Oct,CC302,ACC4000001,Liability,-608.0
2574,2020,Nov,CC100,ACC1000000,Revenue,1730.23
2575,2020,Nov,CC100,ACC1000001,Revenue,342.76
2576,2020,Nov,CC100,ACC1000002,Revenue,621.445
2577,2020,Nov,CC100,ACC1000004,Revenue,348.606
2578,2020,Nov,CC100,ACC2000000,Expense,1188.948
2579,2020,Nov,CC100,ACC2000001,Expense,428.304
2580,2020,Nov,CC100,ACC2000002,Expense,440.729
2581,2020,Nov,CC100,ACC2000003,Expense,614.561
2582,2020,Nov,CC100,ACC2000005,Expense,1037.681
2583,2020,Nov,CC100,ACC3000000,Asset,326.203
2585,2020,Nov,CC100,ACC3000002,Asset,378.539
2586,2020,Nov,CC100,ACC4000001,Liability,598.0
2587,2020,Nov,CC101,ACC1000000,Revenue,936.297
2588,2020,Nov,CC101,ACC1000001,Revenue,810.93
2589,2020,Nov,CC101,ACC1000002,Revenue,1401.322
2590,2020,Nov,CC101,ACC1000004,Revenue,919.979
2591,2020,Nov,CC101,ACC2000000,Expense,701.262
2592,2020,Nov,CC101,ACC2000001,Expense,580.637
2593,2020,Nov,CC101,ACC2000002,Expense,607.191
2594,2020,Nov,CC101,ACC2000003,Expense,747.835
2595,2020,Nov,CC101,ACC2000005,Expense,659.005
2596,2020,Nov,CC101,ACC3000000,Asset,579.178
2598,2020,Nov,CC101,ACC3000002,Asset,62.638
2599,2020,Nov,CC101,ACC4000001,Liability,-602.0
2600,2020,Nov,CC102,ACC1000000,Revenue,871.249
2601,2020,Nov,CC102,ACC1000001,Revenue,781.373
2602,2020,Nov,CC102,ACC1000002,Revenue,685.336
2603,2020,Nov,CC102,ACC1000004,Revenue,509.497
2604,2020,Nov,CC102,ACC2000000,Expense,612.111
2605,2020,Nov,CC102,ACC2000001,Expense,482.02
2606,2020,Nov,CC102,ACC2000002,Expense,370.803
2607,2020,Nov,CC102,ACC2000003,Expense,432.437
2608,2020,Nov,CC102,ACC2000005,Expense,514.93
2609,2020,Nov,CC102,ACC3000000,Asset,-155.508
2611,2020,Nov,CC102,ACC3000002,Asset,155.65
2612,2020,Nov,CC102,ACC4000001,Liability,-800.0
2613,2020,Nov,CC200,ACC1000000,Revenue,435.04
2614,2020,Nov,CC200,ACC1000001,Revenue,589.844
2615,2020,Nov,CC200,ACC1000002,Revenue,555.41
2616,2020,Nov,CC200,ACC1000004,Revenue,703.832
2617,2020,Nov,CC200,ACC2000000,Expense,249.759
2618,2020,Nov,CC200,ACC2000001,Expense,306.869
2619,2020,Nov,CC200,ACC2000002,Expense,288.656
2620,2020,Nov,CC200,ACC2000003,Expense,197.386
2621,2020,Nov,CC200,ACC2000005,Expense,232.499
2622,2020,Nov,CC200,ACC3000000,Asset,57.04
2624,2020,Nov,CC200,ACC3000002,Asset,315.197
2625,2020,Nov,CC200,ACC4000001,Liability,-602.0
2626,2020,Nov,CC201,ACC1000000,Revenue,1544.142
2627,2020,Nov,CC201,ACC1000001,Revenue,572.907
2628,2020,Nov,CC201,ACC1000002,Revenue,634.999
2629,2020,Nov,CC201,ACC1000004,Revenue,604.593
2630,2020,Nov,CC201,ACC2000000,Expense,800.711
2631,2020,Nov,CC201,ACC2000001,Expense,250.356
2632,2020,Nov,CC201,ACC2000002,Expense,335.053
2633,2020,Nov,CC201,ACC2000003,Expense,331.446
2634,2020,Nov,CC201,ACC2000005,Expense,926.759
2635,2020,Nov,CC201,ACC3000000,Asset,867.148
2637,2020,Nov,CC201,ACC3000002,Asset,712.338
2638,2020,Nov,CC201,ACC4000001,Liability,800.0
2639,2020,Nov,CC202,ACC1000000,Revenue,1228.154
2640,2020,Nov,CC202,ACC1000001,Revenue,614.488
2641,2020,Nov,CC202,ACC1000002,Revenue,796.874
2642,2020,Nov,CC202,ACC1000004,Revenue,840.728
